chemical_name	cas_no	Drug Name	CAS Number	UNII	Pharmacology Classification	Pharmacology Description	Indication
7-methyl-6,7,8,9,14,15-hexahydro-5H-benz(d)indolo(2,3-g)azecine		7-methyl-6,7,8,9,14,15-hexahydro-5H-benz(d)indolo(2,3-g)azecine					
7-methylbenzanthracene	2541-69-7	10-Methyl-1,2-benzanthracen					
7-methylbenzo(a)pyrene	63041-77-0	7-Methylbenzo(a)pyrene					
7-methylguanine	578-76-7	578-76-7					
7-methylguanosine 5'-diphosphate	104809-16-7	7-Methylguanosine 5'-diphosphate					
7-methylguanosine triphosphate		26554-26-7					
7-methylguanosine-5'-monophosphate	10162-58-0	7-methylguanosine-5'-monophosphate					
7-methylindole		1H-Indole, 7-methyl-					
7-methyljuglone		7-Methyljuglone	14787-38-3	ZS3RW9P6DY			
7-methyltryptamine	14490-05-2	7-Methyltryptamine	14490-05-2				
7-monohydroxyethylrutoside		7-monohydroxyethylrutoside					
7-nitro-1H-indole-2-carboxylic acid (4-(1-(guanidinohydrazone)ethyl)phenyl)amide		7-nitro-1H-indole-2-carboxylic acid (4-(1-(guanidinohydrazone)ethyl)phenyl)amide					
7-nitrobenzanthracene	20268-51-3	20268-51-3					
7-nitroindazole	2942-42-9	7-Nitroindazole	2942-42-9	UX0N37CMVH	Analgesics	Compounds capable of relieving pain without the loss of CONSCIOUSNESS. (See all compounds classified as Analgesics.)	
7-O-galloyltaxifolin		7-O-Galloyltaxifolin					
7-oxozeanol		7-oxozeanol					
7-propyl spirolactone	76676-33-0	7-Propyl spirolactone					
7-tosylcyclonovobiocic acid		7-tosylcyclonovobiocic acid					
7,12-benz(a)anthraquinone	2498-66-0	1,10-anthraquinone					
7,12-dimethylbenz(a)anthracene-3,4-dihydrodiol	72617-60-8	7,12-Dimethylbenz(a)anthracene-3,4-dihydrodiol	72617-60-8				
7,12-dimethylbenz(a)anthracene-DNA adduct		7,12-dimethylbenz(a)anthracene-DNA adduct					
7,13-bis(4-nitrobenzyl)-1,4,10-trioxa-7,13-diazacyclopentadecane		7,13-Bis(4-nitrobenzyl)-1,4,10-trioxa-7,13-diazacyclopentadecane					
7,14-dihydroxydocosa-4,8,10,12,16,19-hexaenoic acid		7,14-dihydroxydocosa-4,8,10,12,16,19-hexaenoic acid					
7,3'-dihydroxy-4'-methoxyisoflavone		Calycosin	20575-57-9	09N3E8P7TA			
7,3',4'-trimethylquercetin		7,3',4'-trimethylquercetin					
7,7-diphenyl-2-(1-imino-2-(2-methoxyphenyl)ethyl)perhydroisoindol-4-one	135911-02-3	4H-Isoindol-4-one, octahydro-2-(1-imino-2-(2-methoxyphenyl)ethyl)-7,7-diphenyl-, (3aR,7aR)-	135911-02-3	49U9M41BGY	Neurokinin-1 Receptor Antagonists	Compounds that inhibit or block the activity of NEUROKININ-1 RECEPTORS. (See all compounds classified as Neurokinin-1 Receptor Antagonists.)	
7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester	73536-69-3	Bifendate	73536-69-3	0G32E321W1	Cytochrome P-450 Enzyme Inhibitors	Drugs and compounds which inhibit or antagonize the biosynthesis or actions of CYTOCHROME P-450 ENZYMES. (See all compounds classified as Cytochrome P-450 Enzyme Inhibitors.)	
7,8-benzoquinoline		Benzo[h]quinoline	230-27-3	8KWJ7WT6Y7			
7,8-diacetoxy-4-methylcoumarin		7,8-Diacetoxy-4-methylcoumarin	68454-15-9				
7,8-diacetoxy-4-methylthiocoumarin		7,8-Diacetoxy-4-methylthiocoumarin					
7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	55097-80-8	Benzo(a)pyrene diol epoxide	55097-80-8		Carcinogens	Substances that increase the risk of NEOPLASMS in humans or animals. Both genotoxic chemicals, which affect DNA directly, and nongenotoxic chemicals, which induce neoplasms by other mechanism, are included. (See all compounds classified as Carcinogens.)	
7,8-dihydro-8-ethyl-2-(4-bicyclo(2.2.2)octan-1-ol)-4-propyl-1H-imidazo(2,1-i)purin-5(4H)-one		7,8-dihydro-8-ethyl-2-(4-bicyclo(2.2.2)octan-1-ol)-4-propyl-1H-imidazo(2,1-i)purin-5(4H)-one					
7,8-dihydro-8-oxoguanine		8-Hydroxyguanine	5614-64-2	V5WDN6HY4L			
7,8-dihydrobiopterin	6779-87-9	Dihydrobiopterin	6779-87-9				
7,8-dihydromethysticin		Dihydromethysticin	19902-91-1	FZ66MQ73GS			
7,8-dihydroneopterin	1218-98-0	7,8-Dihydroneopterin	1218-98-0				
7'-Isothiocyanato-11-hydroxy-1',1'-dimethylheptylhexahydrocannabinol		7'-Isothiocyanato-11-hydroxy-1',1'-dimethylheptylhexahydrocannabinol					
7alpha-methyl-17alpha-ethynylestradiol		7alpha-methyl-17alpha-ethynylestradiol					
7alpha,11beta-dimethyl-19-nortestosterone		7alpha,11beta-dimethyl-19-nortestosterone					
7alpha,8beta-dihydroxydeepoxysarcophine		7alpha,8beta-Dihydroxydeepoxysarcophine					
7H-dibenzo(c,g)carbazole	194-59-2	7H-Dibenzo[c,g]carbazole	194-59-2	SZF1OJI89D	Carcinogens	Substances that increase the risk of NEOPLASMS in humans or animals. Both genotoxic chemicals, which affect DNA directly, and nongenotoxic chemicals, which induce neoplasms by other mechanism, are included. (See all compounds classified as Carcinogens.)	
8-((4-chlorophenyl)thio)cyclic-3',5'-AMP	41941-66-6	8-(4-Chlorophenylthio)-cAMP	41941-66-6		Enzyme Inhibitors	Compounds or agents that combine with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction. (See all compounds classified as Enzyme Inhibitors.)	
8-((4-chlorophenyl)thio)cyclic-3',5'-GMP	54364-02-2	8-Pcpt-cgmp	54364-02-2		Platelet Aggregation Inhibitors	Drugs or agents which antagonize or impair any mechanism leading to blood platelet aggregation, whether during the phases of activation and shape change or following the dense-granule release reaction and stimulation of the prostaglandin-thromboxane system. (See all compounds classified as Platelet Aggregation Inhibitors.)	
8-(2,6-dichlorophenyl)-10-methyl-3-((4-morpholin-4-ylphenyl)amino)-2,4,10-triazabicyclo(4.4.0)deca-1,3,5,7-tetraen-9-one		8-(2,6-dichlorophenyl)-10-methyl-3-((4-morpholin-4-ylphenyl)amino)-2,4,10-triazabicyclo(4.4.0)deca-1,3,5,7-tetraen-9-one					
8-(3-(2-chloro-10H-phenothiazin-10-yl)propyl)-1-thia-4,8-diazaspiro(4.5)decan-3-one		8-(3-(2-chloro-10H-phenothiazin-10-yl)propyl)-1-thia-4,8-diazaspiro(4.5)decan-3-one					
8-(3-chlorostyryl)caffeine	148589-13-3	8-(3-Chlorostyryl)caffeine	147700-11-6				
8-(4-chloro-phenylthio)-2'-O-methyladenosine-3'-5'-cyclic monophosphate		8-(4-chloro-phenylthio)-2'-O-methyladenosine-3'-5'-cyclic monophosphate					
8-(4-chlorophenylthio)-2'-O-methyladenosine-3',5'-monophosphate acetoxymethyl ester		8-(4-chlorophenylthio)-2'-O-methyladenosine-3',5'-monophosphate acetoxymethyl ester					
8-(4-chlorophenylthio)guanosine 3',5'-cyclic monophosphorothioate		8-(4-chlorophenylthio)guanosine 3',5'-cyclic monophosphorothioate					
8-(4-methoxyphenyl)-4-oxo-4,6,7,8-tetrahydroimidazo(2,1-c)(1,2,4)triazine-3-carbohydrazide		8-(4-methoxyphenyl)-4-oxo-4,6,7,8-tetrahydroimidazo(2,1-c)(1,2,4)triazine-3-carbohydrazide					
8-(4-sulfophenyl)theophylline	80206-91-3	8-(p-Sulfophenyl)theophylline	80206-91-3		Purinergic P1 Receptor Antagonists	Compounds that bind to and block the stimulation of PURINERGIC P1 RECEPTORS. (See all compounds classified as Purinergic P1 Receptor Antagonists.)	
8-(5-(5-amino-2,4-dimethoxyphenyl)-5-oxopentyl)-1,3,8-triazaspiro(4.5)decane-2,4-dione		8-(5-(5-amino-2,4-dimethoxyphenyl)-5-oxopentyl)-1,3,8-triazaspiro(4.5)decane-2,4-dione					
8-(bis(2-methylphenyl)methyl)-3-phenyl-8-azabicyclo(3.2.1)octan-3-ol		8-(bis(2-methylphenyl)methyl)-3-phenyl-8-azabicyclo(3.2.1)octan-3-ol					
8-(dicyclopropylmethyl)-1,3-dipropylxanthine	131080-42-7	8-(Dicyclopropylmethyl)-1,3-dipropylxanthine	131080-42-7				
8-(N,N-diethylamino)octyl-3,4,5-trimethoxybenzoate	57818-92-5	8-(Diethylamino)octyl 3,4,5-trimethoxybenzoate	57818-92-5	T9NF33OQ5T	Calcium Channel Blockers	A class of drugs that act by selective inhibition of calcium influx through cellular membranes. (See all compounds classified as Calcium Channel Blockers.)	
8-acenaphthen-1-yl-1-phenyl-1,3,8-triazaspiro(4.5)decan-4-one		8-acenaphthen-1-yl-1-phenyl-1,3,8-triazaspiro(4.5)decan-4-one					
8-anilino-1-naphthalenesulfonic acid		8-Anilino-1-naphthalenesulfonic acid	82-76-8	630I4V6051			
8-azaadenine	1123-54-2	8-Azaadenine	1123-54-2	WPP3R9U93J			
8-azidoadenosine 5'-triphosphate	53696-59-6	8-Azidoadenosine 5'-triphosphate	53696-59-6		Affinity Labels	Analogs of those substrates or compounds which bind naturally at the active sites of proteins, enzymes, antibodies, steroids, or physiological receptors. These analogs form a stable covalent bond at the binding site, thereby acting as inhibitors of the proteins or steroids. (See all compounds classified as Affinity Labels.)	
8-azidoadenosine diphosphate	59432-65-4	8-Azidoadenosine diphosphate	59432-65-4	GSN94OF83M	Affinity Labels	Analogs of those substrates or compounds which bind naturally at the active sites of proteins, enzymes, antibodies, steroids, or physiological receptors. These analogs form a stable covalent bond at the binding site, thereby acting as inhibitors of the proteins or steroids. (See all compounds classified as Affinity Labels.)	
8-Bromo Cyclic Adenosine Monophosphate	23583-48-4	Bcamp	23583-48-4	5QO1UW05Q5			
8-bromo-7-methoxychrysin		8-bromo-7-methoxychrysin					
8-bromoadenosine-3',5'-cyclic monophosphorothioate		(2r,4ar,6r,7r,7as)-6-(6-Amino-8-Bromo-9h-Purin-9-Yl)tetrahydro-4h-Furo[3,2-D][1,3,2]dioxaphosphinine-2,7-Diol 2-Sulfide					
8-bromocyclic GMP	31356-94-2	8-bromo-cGMP	31356-94-2				
8-bromoguanosino-3',5'-cyclic monophosphorothioate	150418-07-8	(2R,5R)-2-(2-amino-8-bromopurin-9-yl)-5-(dihydroxyphosphinothioyloxymethyl)-2,5-dihydrofuran-3,4-diol	150418-07-8				
8-chloro-2'-deoxyguanosine		8-Chloro-2'-deoxyguanosine					
8-chloroadenosine		8-Chloroadenosine	34408-14-5	PA05MFH3I7			
8-chlorodeoxyadenosine		8-chlorodeoxyadenosine					
8-chloroguanosine	2104-68-9	8-Chloroguanosine	2104-68-9				
8-cyclopentyl-1,3-dimethylxanthine	35873-49-5	8-Cyclopentyl-1,3-dimethylxanthine	35873-49-5	U7PWT4CPL5	Purinergic P1 Receptor Antagonists	Compounds that bind to and block the stimulation of PURINERGIC P1 RECEPTORS. (See all compounds classified as Purinergic P1 Receptor Antagonists.)	
8-cyclopentyl-3-(3-((4-(fluorosulfonyl)benzoyl)oxy)propyl)-1-propylxanthine	156547-56-7	Fscpx	156547-56-7				
8-dibenzothiophen-4-yl-2-morpholin-4-yl-chromen-4-one		8-(4-Dibenzothienyl)-2-(4-morpholinyl)-4H-1-benzopyran-4-one	503468-95-9	XF6ZJD5WGU			
8-epi-prostaglandin F2alpha	27415-26-5	8-Isoprostane	27415-26-5	W83YE66SBY	Vasoconstrictor Agents	Drugs used to cause constriction of the blood vessels. (See all compounds classified as Vasoconstrictor Agents.)	
8-epidiosbulbin E acetate		CID 134715250					
8-ethoxy-2-(4-fluorophenyl)-3-nitro-2H-chromene		8-ethoxy-2-(4-fluorophenyl)-3-nitro-2H-chromene					
8-ethyl-4-methyl-2-phenyl-4,5,7,8-tetrahydro-1H-imidazo(2,1-i)purin-5-one		8-ethyl-4-methyl-2-phenyl-4,5,7,8-tetrahydro-1H-imidazo(2,1-i)purin-5-one					
8-fluoro-12-(4-methylpiperazin-1-yl)-6H-(1)benzothieno(2,3-b)(1,5)benzodiazepine		8-fluoro-12-(4-methylpiperazin-1-yl)-6H-(1)benzothieno(2,3-b)(1,5)benzodiazepine					
8-hydroxy-11,12-epoxyeicosa-5,9,14-trienoic acid	85589-24-8	8-Hydroxy-11,12-epoxyeicosa-5,9,14-trienoic acid	85589-24-8				
8-Hydroxy-2-(di-n-propylamino)tetralin	78950-78-4	8-OH-Dpat	78950-78-4	IWS1724PX6	Serotonin Receptor Agonists	Endogenous compounds and drugs that bind to and activate SEROTONIN RECEPTORS. Many serotonin receptor agonists are used as ANTIDEPRESSANTS; ANXIOLYTICS; and in the treatment of MIGRAINE DISORDERS. (See all compounds classified as Serotonin Receptor Agonists.)	
8-hydroxy-2-(N-n-propyl-N-(3'-iodo-2'-propenyl)amino)tetralin	159559-70-3	8-Hydroxy-pipat	159559-70-3	CI98RA0M97			
8-Hydroxy-2'-Deoxyguanosine	88847-89-6	8-Hydroxy-2'-deoxyguanosine	88847-89-6	4RGB38T3IB			
8-hydroxyeicosatetraenoic acid	73179-96-1	Eicosatetraenoic acid, 8-hydroxy-	73179-96-1				
8-hydroxyguanine	5614-64-2	8-Hydroxyguanine	5614-64-2	V5WDN6HY4L			
8-hydroxyguanosine	3868-31-3	8-Hydroxyguanosine	3868-31-3		Adjuvants, Immunologic	Substances that augment, stimulate, activate, potentiate, or modulate the immune response at either the cellular or humoral level. The classical agents (Freund&apos;s adjuvant, BCG, Corynebacterium parvum, et al.) contain bacterial antigens. Some are endogenous (e.g., histamine, interferon, transfer factor, tuftsin, interleukin-1). Their mode of action is either non-specific, resulting in increased immune responsiveness to a wide variety of antigens, or antigen-specific, i.e., affecting a restricted type of immune response to a narrow group of antigens. The therapeutic efficacy of many biological response modifiers is related to their antigen-specific immunoadjuvanticity. (See all compounds classified as Adjuvants, Immunologic.)	
8-hydroxyloxapine	61443-77-4	8-Hydroxyloxapine	61443-77-4	0Q6HMM3XRC			
8-hydroxyoctanoic acid	764-89-6	8-Hydroxyoctanoic acid	764-89-6				
8-hydroxyquinoline glucuronide	14683-61-5	8-Hydroxyquinoline glucuronide	14683-61-5	AY3E5ZM43M			
8-hydroxywarfarin	17834-04-7	8-Hydroxywarfarin	17834-04-7	T1CK4E3S36			
8-isoprostaglandin A2		8-iso-prostaglandin A2	474391-66-7				
8-isoprostaglandin E2	27415-25-4	8-isoprostaglandin E2	27415-25-4	W1ANC8Q5NW	Vasoconstrictor Agents	Drugs used to cause constriction of the blood vessels. (See all compounds classified as Vasoconstrictor Agents.)	
8-methoxymethyl-3-isobutyl-1-methylxanthine		8-Methoxymethyl-3-isobutyl-1-methylxanthine	78033-08-6	67FPZ87JKY			
8-methyl-1,3,8-trichlorodibenzofuran		8-methyl-1,3,8-trichlorodibenzofuran					
8-methylbenzanthracene		8-Methylbenz[a]anthracene	2381-31-9	LP9SKC568Q			
8-methylquinoline	611-32-5	8-Methylquinoline	611-32-5	K97B12J636			
8-oxo-7,8-dihydrodeoxyguanine	6957-76-2	8-Oxo-7,8-dihydrodeoxyguanine	6957-76-2				
8-oxoberberine		Oxyberberine	549-21-3	4A04YKB3FT			
8-oxodeoxyguanosine triphosphate	139307-94-1	8-Oxo-dgtp	139307-94-1		Mutagens	Chemical agents that increase the rate of genetic mutation by interfering with the function of nucleic acids. A clastogen is a specific mutagen that causes breaks in chromosomes. (See all compounds classified as Mutagens.)	
8-phenyl-6a,7,8,9,9a,10-hexahydro-6H-isoindolo(5,6-g)quinoxaline-7,9-dione		8-phenyl-6a,7,8,9,9a,10-hexahydro-6H-isoindolo(5,6-g)quinoxaline-7,9-dione					
8-phenyltheophylline	961-45-5	8-Phenyltheophylline	961-45-5	E6M543P3BL			
8-prenylnaringenin		8-Prenylnaringenin	53846-50-7	5L872SZR8X	Phytoestrogens	Compounds derived from plants, primarily ISOFLAVONES that mimic or modulate endogenous estrogens, usually by binding to ESTROGEN RECEPTORS. (See all compounds classified as Phytoestrogens.)	
8-sulfocholecystokinin octapeptide		8-sulfocholecystokinin octapeptide					
8,11,14-Eicosatrienoic Acid	7324-41-6	8,11,14-Eicosatrienoic acid	7324-41-6				
8,12-iso-isoprostane F2alpha-VI		8,12-iso-isoprostane F2alpha-VI					
8,5'-cyclo-2'-deoxyadenosine	117182-88-4	2'-Deoxy-8,5'-cycloadenosine	117182-88-4				
8,9-dichloro-2,3,4,4a-tetrahydro-1H-pyrazino(1,2-a)quinoxalin-5(6H)-one		8,9-Dichloro-1,2,3,4,4a,6-hexahydropyrazino[1,2-a]quinoxalin-5-one	75704-24-4	SCG2HM6F3D			
8,9-dihydro-8-(S-glutathionyl)-9-hydroxyaflatoxin B1	68385-50-2	8,9-Dihydro-8-(S-glutathionyl)-9-hydroxyaflatoxin B1	68385-50-2				
8,9-epoxyeicosatrienoic acid	81246-85-7	7-[3-(Undeca-2,5-dien-1-yl)oxiran-2-yl]hept-5-enoic acid	81246-85-7		Vasodilator Agents	Drugs used to cause dilation of the blood vessels. (See all compounds classified as Vasodilator Agents.)	
9-((2-phosphonylmethoxy)ethyl)guanine	114088-58-3	9-((2-Phosphonylmethoxy)ethyl)guanine	114088-58-3	N9YOI96LPP			
9-(2-hydroxy-3-nonyl)adenine	59262-86-1	9-(2-Hydroxy-3-nonyl)adenine	59262-86-1		Antiviral Agents	Agents used in the prophylaxis or therapy of VIRUS DISEASES. Some of the ways they may act include preventing viral replication by inhibiting viral DNA polymerase; binding to specific cell-surface receptors and inhibiting viral penetration or uncoating; inhibiting viral protein synthesis; or blocking late stages of virus assembly. (See all compounds classified as Antiviral Agents.)	
9-(2,3-dihydroxypropyl)adenine	55904-02-4	9-(2,3-Dihydroxypropyl)adenine	55904-02-4		Antiviral Agents	Agents used in the prophylaxis or therapy of VIRUS DISEASES. Some of the ways they may act include preventing viral replication by inhibiting viral DNA polymerase; binding to specific cell-surface receptors and inhibiting viral penetration or uncoating; inhibiting viral protein synthesis; or blocking late stages of virus assembly. (See all compounds classified as Antiviral Agents.)	
9-(4'-aminophenyl)-9H-pyrido(3,4-b)indole		9-(4'-Aminophenyl)-9H-pyrido[3,4-b]indole	219959-86-1	NMC04J95OA			
9-(6-aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one		9-(6-aminopyridin-3-yl)-1-(3-(trifluoromethyl)phenyl)benzo(h)(1,6)naphthyridin-2(1H)-one					
9-(8-azabicyclo(3.2.1)oct-3-ylidene)-9H-xanthene-3-carboxylic acid diethylamide		9-(8-azabicyclo(3.2.1)oct-3-ylidene)-9H-xanthene-3-carboxylic acid diethylamide	825649-28-3	99HYH9K6MZ			
9-(benzoyloxy)-2-(3-furanyl)dodecahydro-6a,10b-dimethyl-4,10-dioxo-2H-naphtho(2,1-c)pyran-7-carboxylic acid methyl ester		Herkinorin	862073-77-6	5XN29VGR24			
9-(S)-(3-hydroxy-2-(phosphonomethoxy)propyl)adenine		9-(S)-(3-hydroxy-2-(phosphonomethoxy)propyl)adenine					
9-(tetrahydro-2-furyl)-adenine	17318-31-9	9-(Tetrahydrofuran-2-yl)-9h-purin-6-amine	17318-31-9		Adenylyl Cyclase Inhibitors	Compounds that bind to and inhibit the action of ADENYLYL CYCLASES. (See all compounds classified as Adenylyl Cyclase Inhibitors.)	
9-amino-6-chloro-2-methoxyacridine	3548-09-2	9-Amino-6-chloro-2-methoxyacridine	3548-09-2	R9EB8YPL49	Fluorescent Dyes	Chemicals that emit light after excitation by light. The wave length of the emitted light is usually longer than that of the incident light. Fluorochromes are substances that cause fluorescence in other substances, i.e., dyes used to mark or label other compounds with fluorescent tags. (See all compounds classified as Fluorescent Dyes.)	
9-aminophenanthrene	947-73-9	9-Aminophenanthrene	947-73-9	7M9M5KM2XY			
9-anilinoacridine	3340-22-5	9-Anilinoacridine	3340-22-5				
9-anthraldehyde	642-31-9	9-Anthraldehyde	642-31-9	353S277YHY			
9-anthroic acid	723-62-6	9-Anthracenecarboxylic acid	723-62-6	7VK69492FV			
9-bromo-5-(4,5-dimethoxy-1,3-dihydroisobenzofuran-1-yl)-4-methoxy-6-methyl-5,6,7,8-tetrahydro-(1,3)-dioxolo(4,5-g)isoquinoline		9-bromo-5-(4,5-dimethoxy-1,3-dihydroisobenzofuran-1-yl)-4-methoxy-6-methyl-5,6,7,8-tetrahydro-(1,3)-dioxolo(4,5-g)isoquinoline					
9-chloro-2-(2-furyl)-(1,2,4)triazolo(1,5-c)quinazolin-5-imine		9-Chloro-2-(2-furyl)-(1,2,4)triazolo(1,5-c)quinazolin-5-imine	104615-18-1	Y5A5D5E2AQ			
9-chloro-2-(2-furyl)-5-phenylacetylamino(1,2,4)triazolo(1,5-c)quinazoline		N-(9-chloro-2-(furan-2-yl)-[1,2,4]triazolo[1,5-c]quinazolin-5-yl)-2-phenylacetamide	183721-15-5		Adenosine A3 Receptor Antagonists	Compounds that selectively bind to and block the activation of ADENOSINE A3 RECEPTORS. (See all compounds classified as Adenosine A3 Receptor Antagonists.)	
9-cis-retinal	514-85-2	9-cis-Retinal	514-85-2				
9-cyanoanthracene		9-Anthracenecarbonitrile	1210-12-4	6D39005L8T			
9-deaza-9-(3-thienylmethyl)guanine	132138-76-2	9-Deaza-9-(3-thienylmethyl)guanine	132138-76-2	TK5264YUH3			
9-deoxy-9,10-didehydro-12,13-didehydro-13,14-dihydroprostaglandin D2	87893-54-7	delta-12-Prostaglandin J2	87893-54-7		Antineoplastic Agents	Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)	
9-deoxy-delta-9-prostaglandin D2	60203-57-8	prostaglandin J2	60203-57-8		Antineoplastic Agents	Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)	
9-ethyl-6,6-dimethyl-8-(4-oxetan-3-ylpiperazin-1-yl)-11-oxo-6,11-dihydro-5H-benzo(b)carbazole-3-carbonitrile		9-ethyl-6,6-dimethyl-8-(4-oxetan-3-ylpiperazin-1-yl)-11-oxo-6,11-dihydro-5H-benzo(b)carbazole-3-carbonitrile					
9-ethynylphenanthrene		9-Ethynylphenanthrene	32870-98-7				
9-fluorenone	486-25-9	9-Fluorenone	486-25-9	AZ9T83S2AQ			
9-hydroxy-10,12-octadecadienoic acid	15514-85-9	9-Hydroxy-10,12-octadecadienoic acid	15514-85-9	ZCJ7V6WHP4			
9-hydroxy-12-oxo-10(E)-dodecenoic acid		10-Dodecenoic acid, 9-hydroxy-12-oxo-, (10E)-	74886-18-3				
9-hydroxybenzo(a)pyrene	17573-21-6	9-Hydroxybenzo[a]pyrene	17573-21-6	VE62PY8U9F			
9-hydroxycanthin-6-one		9-Hydroxycanthin-6-one	138544-91-9				
9-hydroxyellipticine	51131-85-2	5,11-dimethyl-6H-pyrido[4,3-b]carbazol-9-ol	51131-85-2	9G4A3ET6XG	Antimetabolites, Antineoplastic	Antimetabolites that are useful in cancer chemotherapy. (See all compounds classified as Antimetabolites, Antineoplastic.)	
9-hydroxyfraxinellone-9-O-glucoside		9-hydroxyfraxinellone-9-O-glucoside					
9-hydroxymethylanthracene	1468-95-7	9-Anthracenemethanol	1468-95-7	2N7UVX2HLM			
9-hydroxyoctadecadienoic acid		9-hydroxyoctadecadienoic acid					
9-hydroxystearic acid	3384-24-5	9-Hydroxyoctadecanoic acid	3384-24-5				
9-methoxy-2-methylellipticinium acetate		9-Methoxy-2-methylellipticinium acetate					
9-methoxycamptothecin	19685-10-0	10-Methoxycamptothecin	19685-10-0				
9-methyl-4-phenyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepine		9-methyl-4-phenyl-6H-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepine					
9-methylanthracene	779-02-2	9-Methylanthracene	779-02-2	65NK4CIN03			
9-mono-N'-methylnorharman	17994-14-8	9-Mono-N'-methylnorharman	17994-14-8				
9-nitroanthracene	602-60-8	9-Nitroanthracene	602-60-8	JZ1TB3N57P			
9-nitrophenanthrene	954-46-1	9-Nitrophenanthrene	954-46-1	836BX38BU5			
9-oxo-10,11-dehydroagerophorone		Euptox A					
9-oxononanoic acid	2553-17-5	9-Oxononanoic acid	2553-17-5	YH3Q8RSX3Z			
9-phenanthrol		9-Phenanthrol	484-17-3	9FYU45OV9H	Protein Kinase Inhibitors	Agents that inhibit PROTEIN KINASES. (See all compounds classified as Protein Kinase Inhibitors.)	
9,10-anthraquinone	84-65-1	Anthraquinone	84-65-1	030MS0JBDO			
9,10-dihydro-2,5-dimethoxyphenanthrene-1,7-diol		2,5-Dimethoxy-9,10-dihydrophenanthrene-1,7-diol					
9,10-dihydro-9,10-dihydroxybenzo(a)pyrene	24909-09-9	9,10-Dihydro-9,10-dihydroxybenzo(a)pyrene	24909-09-9				
9,10-dihydrobenzo(a)pyrene	17573-15-8	9,10-Dihydrobenzo[a]pyrene	17573-15-8	DK44UY8IG3			
9,10-dihydroxy-12-octadecenoic acid		9,10-Dihydroxy-12-octadecenoic acid					
9,10-dimethoxy-3,3-dimethyl-7,7a,13,13atetrahydro-3H-chromeno(3,4-b)pyrano(2,3-h)chromen-7-ol		9,10-dimethoxy-3,3-dimethyl-7,7a,13,13atetrahydro-3H-chromeno(3,4-b)pyrano(2,3-h)chromen-7-ol					
9,10-Dimethyl-1,2-benzanthracene	57-97-6	7,12-Dimethylbenz[a]anthracene	57-97-6	F05B6S0395	Carcinogens	Substances that increase the risk of NEOPLASMS in humans or animals. Both genotoxic chemicals, which affect DNA directly, and nongenotoxic chemicals, which induce neoplasms by other mechanism, are included. (See all compounds classified as Carcinogens.)	
9,10-dimethylanthracene	781-43-1	9,10-Dimethylanthracene	781-43-1	DI986077VR			
9,10-epoxy-12-octadecenoic acid	65167-83-1	9,10-Epoxy-12-octadecenoic acid	65167-83-1				
9,10-epoxy-9,10-dihydrophenanthrene	585-08-0	9,10-Epoxy-9,10-dihydrophenanthrene	585-08-0				
9,10-methylenehexadecanoic acid	5618-00-8	9,10-Methylenehexadecanoic acid	5618-00-8				
9,10-phenanthrenequinone	84-11-7	9,10-Phenanthrenequinone	84-11-7	42L7BZ8H74	Mutagens	Chemical agents that increase the rate of genetic mutation by interfering with the function of nucleic acids. A clastogen is a specific mutagen that causes breaks in chromosomes. (See all compounds classified as Mutagens.)	
