cas_no	generic_name	pediatric_excl_date	sponser	pediatric_indication	Notes	url	unii_no	indication	pharm_class	pharm_desc	hazard_statements
72509-76-3	Felodipine	8/30/01	Astra Zeneca	Hypertension		https://pubchem.ncbi.nlm.nih.gov/compound/3333	OL961R6O2C	For the treatment of mild to moderate essential hypertension.	Antihypertensive Agents	Drugs used in the treatment of acute or chronic vascular HYPERTENSION regardless of pharmacological mechanism. Among the antihypertensive agents are DIURETICS; (especially DIURETICS, THIAZIDE); ADRENERGIC BETA-ANTAGONISTS; ADRENERGIC ALPHA-ANTAGONISTS; ANGIOTENSIN-CONVERTING ENZYME INHIBITORS; CALCIUM CHANNEL BLOCKERS; GANGLIONIC BLOCKERS; and VASODILATOR AGENTS. (See all compounds classified as Antihypertensive Agents.)	H302 (94.64%): Harmful if swallowed [Warning Acute toxicity, oral]; H361 (19.64%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H373 (25%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]; H410 (10.71%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]
437-38-7	Fentanyl	1/29/03	Alza	Chronic pain		https://pubchem.ncbi.nlm.nih.gov/compound/3345	UF599785JZ	Fentanyl intravenous or intramuscular injections are indicated for short term analgesia during induction, maintenance, and recovery from general or regional anesthesia. These injections are also used with a neuroleptic for premedication, induction, and as an adjunct to maintenance of anesthesia. Finally, fentanyl intravenous or intramuscular injections are used with oxygen for anesthesia in high risk patients.  Fentanyl sublingual tablets, transmucosal lozenges, buccal tablets, sublingual sprays, transdermal systems, and nasal sprays are indicated for the management of breakthrough pain in opioid tolerant cancer patients who require around the clock pain management.	Narcotics	Agents that induce NARCOSIS. Narcotics include agents that cause somnolence or induced sleep (STUPOR); natural or synthetic derivatives of OPIUM or MORPHINE or any substance that has such effects. They are potent inducers of ANALGESIA and OPIOID-RELATED DISORDERS. (See all compounds classified as Narcotics.)	H300 (98.68%): Fatal if swallowed [Danger Acute toxicity, oral]; H310 (43.42%): Fatal in contact with skin [Danger Acute toxicity, dermal]; H317 (15.79%): May cause an allergic skin reaction [Warning Sensitization, Skin]; H330 (47.37%): Fatal if inhaled [Danger Acute toxicity, inhalation]; H334 (15.79%): May cause allergy or asthma symptoms or breathing difficulties if inhaled [Danger Sensitization, respiratory]; H361 (15.79%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H362 (13.16%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]; H413 (11.84%): May cause long lasting harmful effects to aquatic life [Hazardous to the aquatic environment, long-term hazard]
404-82-0	Fenfluramine HCl	3//23/2022	Zogenix, Inc	"Treatment of seizures in pediatric patients with Dravet syndrome or Lennox-Gastaut
syndrome"		https://pubchem.ncbi.nlm.nih.gov/compound/91452	3KC089243P	Treatment of seizures associated with Dravet syndrome as an add-on therapy to other antiepileptic medicines for patients 2 years of age and older. Fintepla is indicated for the treatment of seizures associated with Dravet syndrome and Lennox-Gastaut syndrome as an add-on therapy to other anti-epileptic medicines for patients 2 years of age and older.	Serotonin Agents	Drugs used for their effects on serotonergic systems. Among these are drugs that affect serotonin receptors, the life cycle of serotonin, and the survival of serotonergic neurons. (See all compounds classified as Serotonin Agents.)	H300 (50%): Fatal if swallowed [Danger Acute toxicity, oral]; H302 (50%): Harmful if swallowed [Warning Acute toxicity, oral]; H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]
20344-49-4	Ferric Oxyhydroxide	6/1/21	Vifor Fresenius Medical Care	Lowering serum phosphorus levels in pediatric patients with chronic kidney disease and hyperphosphatemia		https://pubchem.ncbi.nlm.nih.gov/compound/9793696	87PZU03K0K				Not Classified; Reported as not meeting GHS hazard criteria by 1303 of 1303 companies. For more detailed information, please visit  ECHA C&L website.
286930-02-7	Fesoterodine	6/3/21	Pfizer	Neurogenic detrusor overactivity		https://pubchem.ncbi.nlm.nih.gov/compound/6918558	621G617227	Fesoterodine is indicated for the treatment of overactive bladder in adult patients with symptoms of urge urinary incontinence, urgency, and frequency. It is also indicated in the treatment of neurogenic detrusor overactivity in pediatric patients ≥6 years old weighing >25 kg.	Muscarinic Antagonists	Drugs that bind to but do not activate MUSCARINIC RECEPTORS, thereby blocking the actions of endogenous ACETYLCHOLINE or exogenous agonists. Muscarinic antagonists have widespread effects including actions on the iris and ciliary muscle of the eye, the heart and blood vessels, secretions of the respiratory tract, GI system, and salivary glands, GI motility, urinary bladder tone, and the central nervous system. (See all compounds classified as Muscarinic Antagonists.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]
83799-24-0	Fexofenadine	1/27/03	Aventis	Allergic rhinitis/urticaria		https://pubchem.ncbi.nlm.nih.gov/compound/3348	E6582LOH6V	In the United States, fexofenadine is indicated for the symptomatic treatment of allergic rhinitis in patients ≥2 years old and chronic idiopathic urticaria in patients ≥6 months old. In Canada, fexofenadine carries the same indications but is approved only for patients ≥12 years old. Fexofenadine is also available in combination with [pseudoephedrine] for the symptomatic treatment of season allergic rhinitis in patients ≥12 years old.			Not Classified; Reported as not meeting GHS hazard criteria by 1 of 1 companies. For more detailed information, please visit  ECHA C&L website.
873857-62-6	Fidaxomicin	12/13/19	Cubist	Clostridium difficile-associated diarrhea (CDAD)		https://pubchem.ncbi.nlm.nih.gov/compound/10034073	Z5N076G8YQ	Fidaxomicin is indicated for the treatment of _Clostridioides_ (formerly _Clostridium_) _difficile_-associated diarrhea in adult and pediatric patients 6 months of age and older.  Fidaxomicin should only be used in patients with proven or strongly suspected _C. difficile_ infection to reduce the risk of development of drug-resistant bacteria and maximize the therapeutic effectiveness of fidaxomicin and other antimicrobial agents.	Anti-Bacterial Agents	Substances that inhibit the growth or reproduction of BACTERIA. (See all compounds classified as Anti-Bacterial Agents.)	H302 (97.3%): Harmful if swallowed [Warning Acute toxicity, oral]
209342-40-5	Finafloxacin	8/25/14	Alcon	Acute otitis externa (AOE)		https://pubchem.ncbi.nlm.nih.gov/compound/11567473	D26OSN9Q4R	Finafloxacin is indicated for the treatment of acute otitis externa (AOE) with or without an otowick, caused by susceptible strains of Pseudomonas aeruginosa and Staphylococcus aureus in patients age 1 year and older.	Anti-Bacterial Agents	Substances that inhibit the growth or reproduction of BACTERIA. (See all compounds classified as Anti-Bacterial Agents.)	
162359-55-9	Fingolimod	4/16/18	Novartis	Multiple sclerosis (MS)		https://pubchem.ncbi.nlm.nih.gov/compound/107970	3QN8BYN5QF	Fingolimod is indicated for the treatment of patients aged 10 and above with relapsing forms of multiple sclerosis, which may include clinically isolated syndrome, relapsing-remitting disease, as well as active secondary progressive disease.	Sphingosine 1 Phosphate Receptor Modulators	Agents that affect the function of G-protein coupled SPHINGOSINE 1-PHOSPHATE RECEPTORS. Their binding to the receptors blocks lymphocyte migration and are often used as IMMUNOSUPPRESSANTS. (See all compounds classified as Sphingosine 1 Phosphate Receptor Modulators.)	
86386-73-4	Fluconazole	1/21/04	Pfizer	Tinea capitis		https://pubchem.ncbi.nlm.nih.gov/compound/3365	8VZV102JFY	Fluconazole can be administered in the treatment of the following fungal infections:   1) Vaginal yeast infections caused by Candida  2) Systemic Candida infections  3) Both esophageal and oropharyngeal candidiasis   4) Cryptococcal meningitis  5) UTI (urinary tract infection) by Candida  6) Peritonitis (inflammation of the peritoneum) caused by Candida  **A note on fungal infection prophylaxis**  Patients receiving bone marrow transplantation who are treated with cytotoxic chemotherapy and/or radiation therapy may be predisposed to candida infections, and may receive fluconazole as prophylactic therapy.  **A note on laboratory testing**  Obtaining specimens for fungal culture and other important laboratory studies such as serology or pathology is advised before starting fluconazole therapy in order to isolate the organisms to be eliminated through treatment. It is permissible to start therapy before the results are available, however, adjusting the therapy once laboratory results confirm the causative organism may be necessary.	14-alpha Demethylase Inhibitors	Compounds that specifically inhibit STEROL 14-DEMETHYLASE. A variety of azole-derived ANTIFUNGAL AGENTS act through this mechanism. (See all compounds classified as 14-alpha Demethylase Inhibitors.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H315 (69.59%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (58.25%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (50.52%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H360 (55.15%): May damage fertility or the unborn child [Danger Reproductive toxicity]; H362 (47.94%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]; H371 (31.44%): May cause damage to organs [Warning Specific target organ toxicity, single exposure]; H412 (46.91%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]; H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]
21679-14-1	Fludarabine	4/3/03	Berlex	Refractory/relapse acute leukemia		https://pubchem.ncbi.nlm.nih.gov/compound/657237	P2K93U8740	For the treatment of adult patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen	Antineoplastic Agents	Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)	H302 (97.67%): Harmful if swallowed [Warning Acute toxicity, oral]
54910-89-3	Fluoxetine	11/15/00	Lilly	Depression & Obsessive Compulsive Disorder		https://pubchem.ncbi.nlm.nih.gov/compound/3386	01K63SUP8D	Fluoxetine is indicated for both acute and maintenance treatment of major depressive disorder, obsessive compulsive disorder, and bulimia nervosa; however, it is only indicated for acute treatment of panic disorder independent of whether agoraphobia is present. Fluoxetine may also be used in combination with olanzapine to treat depression related to Bipolar I Disorder, and treatment resistant depression. Fluoxetine is additionally indicated for the treatment of female patients with premenstrual dysphoric disorder (PMDD).	Antidepressive Agents, Second-Generation	A structurally and mechanistically diverse group of drugs that are not tricyclics or monoamine oxidase inhibitors. The most clinically important appear to act selectively on serotonergic systems, especially by inhibiting serotonin reuptake. (See all compounds classified as Antidepressive Agents, Second-Generation.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]; H318 (100%): Causes serious eye damage [Danger Serious eye damage/eye irritation]; H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]; H336 (100%): May cause drowsiness or dizziness [Warning Specific target organ toxicity, single exposure; Narcotic effects]; H373 (100%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]; H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]
